"Name","Municipal class","CD","CSD","CSDtype","UnitType","pr","cweight","Pop22","Cellid","value","source","year","province","province_name","road_condition"
"THE CORPORATION OF THE VILLAGE OF SALMO","Urban","5903","5903011","VL","CSD","59",1.03225806451613,"1140","C5F06404",25,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF SALMO","Urban","5903","5903011","VL","CSD","59",1.03225806451613,"1140","C5F06504",0,"21","2022","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF SALMO","Urban","5903","5903011","VL","CSD","59",1.03225806451613,"1140","C5F06604",0,"21","2022","59","British Columbia","do not know"
"TOWN OF VIEW ROYAL","Urban","5917","5917047","T","CSD","59",1.02439024390244,"11575","C5F06104",0,"21","2022","59","British Columbia","very poor"
"TOWN OF VIEW ROYAL","Urban","5917","5917047","T","CSD","59",1.02439024390244,"11575","C5F06204",5,"00","2022","59","British Columbia","poor"
"TOWN OF VIEW ROYAL","Urban","5917","5917047","T","CSD","59",1.02439024390244,"11575","C5F06304",15,"00","2022","59","British Columbia","fair"
"TOWN OF VIEW ROYAL","Urban","5917","5917047","T","CSD","59",1.02439024390244,"11575","C5F06404",50,"00","2022","59","British Columbia","good"
"TOWN OF VIEW ROYAL","Urban","5917","5917047","T","CSD","59",1.02439024390244,"11575","C5F06504",30,"00","2022","59","British Columbia","very good"
"TOWN OF VIEW ROYAL","Urban","5917","5917047","T","CSD","59",1.02439024390244,"11575","C5F06604",0,"21","2022","59","British Columbia","do not know"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.02439024390244,"9303","C5F06104",0,"21","2022","59","British Columbia","very poor"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.02439024390244,"9303","C5F06204",5,"00","2022","59","British Columbia","poor"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.02439024390244,"9303","C5F06304",8,"00","2022","59","British Columbia","fair"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.02439024390244,"9303","C5F06404",16,"00","2022","59","British Columbia","good"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.02439024390244,"9303","C5F06504",71,"00","2022","59","British Columbia","very good"
"TOWN OF QUALICUM BEACH","Urban","5921","5921023","T","CSD","59",1.02439024390244,"9303","C5F06604",0,"21","2022","59","British Columbia","do not know"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.03225806451613,"2356","C5F06104",0,"21","2022","59","British Columbia","very poor"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.03225806451613,"2356","C5F06204",40,"00","2022","59","British Columbia","poor"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.03225806451613,"2356","C5F06304",40,"00","2022","59","British Columbia","fair"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.03225806451613,"2356","C5F06404",20,"00","2022","59","British Columbia","good"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.03225806451613,"2356","C5F06504",0,"21","2022","59","British Columbia","very good"
"TOWN OF PORT MCNEILL","Urban","5943","5943012","T","CSD","59",1.03225806451613,"2356","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.03225806451613,"3407","C5F06104",25,"00","2022","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.03225806451613,"3407","C5F06204",25,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.03225806451613,"3407","C5F06304",15,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.03225806451613,"3407","C5F06404",25,"00","2022","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.03225806451613,"3407","C5F06504",10,"00","2022","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF PEMBERTON","Urban","5931","5931012","VL","CSD","59",1.03225806451613,"3407","C5F06604",0,"21","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF POUCE COUPE","Rural","5955","5955005","VL","CSD","59",1.91751184481796,"762","C5F06104",10,"00","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF POUCE COUPE","Rural","5955","5955005","VL","CSD","59",1.91751184481796,"762","C5F06204",35,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF POUCE COUPE","Rural","5955","5955005","VL","CSD","59",1.91751184481796,"762","C5F06304",23,"00","2022","59","British Columbia","fair"
"THE CORPORATION OF THE VILLAGE OF POUCE COUPE","Rural","5955","5955005","VL","CSD","59",1.91751184481796,"762","C5F06404",10,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF POUCE COUPE","Rural","5955","5955005","VL","CSD","59",1.91751184481796,"762","C5F06504",3,"00","2022","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF POUCE COUPE","Rural","5955","5955005","VL","CSD","59",1.91751184481796,"762","C5F06604",19,"00","2022","59","British Columbia","do not know"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.02439024390244,"13642","C5F06104",4,"00","2022","59","British Columbia","very poor"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.02439024390244,"13642","C5F06204",8,"00","2022","59","British Columbia","poor"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.02439024390244,"13642","C5F06304",13,"00","2022","59","British Columbia","fair"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.02439024390244,"13642","C5F06404",21,"00","2022","59","British Columbia","good"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.02439024390244,"13642","C5F06504",54,"00","2022","59","British Columbia","very good"
"CITY OF PARKSVILLE","Urban","5921","5921018","CY","CSD","59",1.02439024390244,"13642","C5F06604",0,"21","2022","59","British Columbia","do not know"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.03225806451613,"1928","C5F06104",0,"23","2022","59","British Columbia","very poor"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.03225806451613,"1928","C5F06204",5,"99","2022","59","British Columbia","poor"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.03225806451613,"1928","C5F06304",12,"99","2022","59","British Columbia","fair"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.03225806451613,"1928","C5F06404",23,"23","2022","59","British Columbia","good"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.03225806451613,"1928","C5F06504",59,"99","2022","59","British Columbia","very good"
"DISTRICT OF 100 MILE HOUSE","Urban","5941","5941005","DM","CSD","59",1.03225806451613,"1928","C5F06604",1,"23","2022","59","British Columbia","do not know"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.02439024390244,"5556","C5F06104",13,"23","2022","59","British Columbia","very poor"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.02439024390244,"5556","C5F06204",61,"23","2022","59","British Columbia","poor"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.02439024390244,"5556","C5F06304",22,"23","2022","59","British Columbia","fair"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.02439024390244,"5556","C5F06404",1,"23","2022","59","British Columbia","good"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.02439024390244,"5556","C5F06504",3,"23","2022","59","British Columbia","very good"
"CORPORATION OF THE TOWN OF OSOYOOS","Urban","5907","5907005","T","CSD","59",1.02439024390244,"5556","C5F06604",0,"23","2022","59","British Columbia","do not know"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.02439024390244,"5094","C5F06104",0,"21","2022","59","British Columbia","very poor"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.02439024390244,"5094","C5F06204",10,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.02439024390244,"5094","C5F06304",10,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.02439024390244,"5094","C5F06404",70,"00","2022","59","British Columbia","good"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.02439024390244,"5094","C5F06504",10,"00","2022","59","British Columbia","very good"
"CORPORATION OF THE TOWN OF OLIVER","Urban","5907","5907014","T","CSD","59",1.02439024390244,"5094","C5F06604",0,"21","2022","59","British Columbia","do not know"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.21008757558121,"1589","C5F06104",0,"21","2022","59","British Columbia","very poor"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.21008757558121,"1589","C5F06204",0,"21","2022","59","British Columbia","poor"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.21008757558121,"1589","C5F06304",100,"00","2022","59","British Columbia","fair"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.21008757558121,"1589","C5F06404",0,"21","2022","59","British Columbia","good"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.21008757558121,"1589","C5F06504",0,"21","2022","59","British Columbia","very good"
"VILLAGE OF NAKUSP","Rural","5903","5903050","VL","CSD","59",1.21008757558121,"1589","C5F06604",0,"21","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.03225806451613,"1013","C5F06104",0,"00","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.03225806451613,"1013","C5F06204",40,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.03225806451613,"1013","C5F06304",30,"00","2022","59","British Columbia","fair"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.03225806451613,"1013","C5F06404",30,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.03225806451613,"1013","C5F06504",0,"00","2022","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF MONTROSE","Urban","5905","5905009","VL","CSD","59",1.03225806451613,"1013","C5F06604",0,"00","2022","59","British Columbia","do not know"
"TOWN OF GIBSONS","Urban","5929","5929005","T","CSD","59",1.03225806451613,"4758","C5F06104",10,"23","2022","59","British Columbia","very poor"
"TOWN OF GIBSONS","Urban","5929","5929005","T","CSD","59",1.03225806451613,"4758","C5F06204",12,"23","2022","59","British Columbia","poor"
"TOWN OF GIBSONS","Urban","5929","5929005","T","CSD","59",1.03225806451613,"4758","C5F06304",19,"23","2022","59","British Columbia","fair"
"TOWN OF GIBSONS","Urban","5929","5929005","T","CSD","59",1.03225806451613,"4758","C5F06404",46,"23","2022","59","British Columbia","good"
"TOWN OF GIBSONS","Urban","5929","5929005","T","CSD","59",1.03225806451613,"4758","C5F06504",13,"23","2022","59","British Columbia","very good"
"TOWN OF GIBSONS","Urban","5929","5929005","T","CSD","59",1.03225806451613,"4758","C5F06604",0,"23","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.06954538389777,"588","C5F06104",0,"23","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.06954538389777,"588","C5F06204",0,"23","2022","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.06954538389777,"588","C5F06304",90,"23","2022","59","British Columbia","fair"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.06954538389777,"588","C5F06404",3,"99","2022","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.06954538389777,"588","C5F06504",7,"99","2022","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF MCBRIDE","Rural","5953","5953012","VL","CSD","59",2.06954538389777,"588","C5F06604",0,"99","2022","59","British Columbia","do not know"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",1.87091708702793,"838","C5F06104",20,"00","2022","59","British Columbia","very poor"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",1.87091708702793,"838","C5F06204",60,"00","2022","59","British Columbia","poor"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",1.87091708702793,"838","C5F06304",20,"00","2022","59","British Columbia","fair"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",1.87091708702793,"838","C5F06404",0,"21","2022","59","British Columbia","good"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",1.87091708702793,"838","C5F06504",0,"21","2022","59","British Columbia","very good"
"VILLAGE OF MASSET","Rural","5947","5947023","VL","CSD","59",1.87091708702793,"838","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.16857505346987,"2063","C5F06104",0,"21","2022","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.16857505346987,"2063","C5F06204",25,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.16857505346987,"2063","C5F06304",45,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.16857505346987,"2063","C5F06404",30,"00","2022","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.16857505346987,"2063","C5F06504",0,"21","2022","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF LUMBY","Rural","5937","5937005","VL","CSD","59",1.16857505346987,"2063","C5F06604",0,"21","2022","59","British Columbia","do not know"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.15412673655005,"2302","C5F06104",5,"00","2022","59","British Columbia","very poor"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.15412673655005,"2302","C5F06204",5,"00","2022","59","British Columbia","poor"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.15412673655005,"2302","C5F06304",10,"00","2022","59","British Columbia","fair"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.15412673655005,"2302","C5F06404",10,"00","2022","59","British Columbia","good"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.15412673655005,"2302","C5F06504",70,"00","2022","59","British Columbia","very good"
"THE DISTRICT OF LILLOOET","Rural","5931","5931026","DM","CSD","59",1.15412673655005,"2302","C5F06604",0,"21","2022","59","British Columbia","do not know"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.03225806451613,"3325","C5F06104",10,"00","2022","59","British Columbia","very poor"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.03225806451613,"3325","C5F06204",35,"00","2022","59","British Columbia","poor"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.03225806451613,"3325","C5F06304",20,"00","2022","59","British Columbia","fair"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.03225806451613,"3325","C5F06404",30,"00","2022","59","British Columbia","good"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.03225806451613,"3325","C5F06504",5,"00","2022","59","British Columbia","very good"
"TOWN OF LAKE COWICHAN","Urban","5919","5919016","T","CSD","59",1.03225806451613,"3325","C5F06604",0,"21","2022","59","British Columbia","do not know"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.03225806451613,"1608","C5F06104",0,"21","2022","59","British Columbia","very poor"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.03225806451613,"1608","C5F06204",5,"00","2022","59","British Columbia","poor"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.03225806451613,"1608","C5F06304",30,"00","2022","59","British Columbia","fair"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.03225806451613,"1608","C5F06404",65,"00","2022","59","British Columbia","good"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.03225806451613,"1608","C5F06504",0,"21","2022","59","British Columbia","very good"
"CORPORATION OF THE VILLAGE OF KEREMEOS","Urban","5907","5907009","VL","CSD","59",1.03225806451613,"1608","C5F06604",0,"21","2022","59","British Columbia","do not know"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.30309514043833,"1049","C5F06104",7,"00","2022","59","British Columbia","very poor"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.30309514043833,"1049","C5F06204",10,"00","2022","59","British Columbia","poor"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.30309514043833,"1049","C5F06304",44,"00","2022","59","British Columbia","fair"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.30309514043833,"1049","C5F06404",24,"00","2022","59","British Columbia","good"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.30309514043833,"1049","C5F06504",15,"00","2022","59","British Columbia","very good"
"THE CORPORATION OF THE VILLAGE OF KASLO","Rural","5903","5903023","VL","CSD","59",1.30309514043833,"1049","C5F06604",0,"00","2022","59","British Columbia","do not know"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.03225806451613,"3917","C5F06104",0,"21","2022","59","British Columbia","very poor"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.03225806451613,"3917","C5F06204",25,"00","2022","59","British Columbia","poor"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.03225806451613,"3917","C5F06304",50,"00","2022","59","British Columbia","fair"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.03225806451613,"3917","C5F06404",25,"00","2022","59","British Columbia","good"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.03225806451613,"3917","C5F06504",0,"21","2022","59","British Columbia","very good"
"DISTRICT OF INVERMERE","Urban","5901","5901039","DM","CSD","59",1.03225806451613,"3917","C5F06604",0,"21","2022","59","British Columbia","do not know"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.12347921760159,"3052","C5F06104",59,"99","2022","59","British Columbia","very poor"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.12347921760159,"3052","C5F06204",14,"99","2022","59","British Columbia","poor"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.12347921760159,"3052","C5F06304",27,"99","2022","59","British Columbia","fair"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.12347921760159,"3052","C5F06404",0,"99","2022","59","British Columbia","good"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.12347921760159,"3052","C5F06504",0,"99","2022","59","British Columbia","very good"
"DISTRICT OF HOUSTON","Rural","5951","5951034","DM","CSD","59",1.12347921760159,"3052","C5F06604",0,"23","2022","59","British Columbia","do not know"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.03225806451613,"1905","C5F06104",0,"23","2022","59","British Columbia","very poor"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.03225806451613,"1905","C5F06204",25,"23","2022","59","British Columbia","poor"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.03225806451613,"1905","C5F06304",45,"23","2022","59","British Columbia","fair"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.03225806451613,"1905","C5F06404",30,"23","2022","59","British Columbia","good"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.03225806451613,"1905","C5F06504",0,"23","2022","59","British Columbia","very good"
"VILLAGE OF HARRISON HOT SPRINGS","Urban","5909","5909027","VL","CSD","59",1.03225806451613,"1905","C5F06604",0,"23","2022","59","British Columbia","do not know"
"THE TOWN OF GOLDEN","Urban","5939","5939007","T","CSD","59",1.03225806451613,"3986","C5F06104",30,"00","2022","59","British Columbia","very poor"
"THE TOWN OF GOLDEN","Urban","5939","5939007","T","CSD","59",1.03225806451613,"3986","C5F06204",15,"00","2022","59","British Columbia","poor"
"THE TOWN OF GOLDEN","Urban","5939","5939007","T","CSD","59",1.03225806451613,"3986","C5F06304",45,"00","2022","59","British Columbia","fair"
"THE TOWN OF GOLDEN","Urban","5939","5939007","T","CSD","59",1.03225806451613,"3986","C5F06404",10,"00","2022","59","British Columbia","good"
"THE TOWN OF GOLDEN","Urban","5939","5939007","T","CSD","59",1.03225806451613,"3986","C5F06504",0,"00","2022","59","British Columbia","very good"
"THE TOWN OF GOLDEN","Urban","5939","5939007","T","CSD","59",1.03225806451613,"3986","C5F06604",0,"00","2022","59","British Columbia","do not know"
"DISTRICT OF FORT ST JAMES","Urban","5951","5951013","DM","CSD","59",1.03225806451613,"1386","C5F06104",80,"00","2022","59","British Columbia","very poor"
"DISTRICT OF FORT ST JAMES","Urban","5951","5951013","DM","CSD","59",1.03225806451613,"1386","C5F06204",20,"00","2022","59","British Columbia","poor"
"DISTRICT OF FORT ST JAMES","Urban","5951","5951013","DM","CSD","59",1.03225806451613,"1386","C5F06304",0,"21","2022","59","British Columbia","fair"
"DISTRICT OF FORT ST JAMES","Urban","5951","5951013","DM","CSD","59",1.03225806451613,"1386","C5F06404",0,"21","2022","59","British Columbia","good"
"DISTRICT OF FORT ST JAMES","Urban","5951","5951013","DM","CSD","59",1.03225806451613,"1386","C5F06504",0,"21","2022","59","British Columbia","very good"
